"text","label"
"hurting them back will not heal ur pain","possible suicidal post"
"siguro kaya ako binalik ni Lord sa same situation na naranasan ko before kasi tinestest niya if ganon parin ba gagawin ko sa dati, guess what? i did it again hahahaahhaha","possible suicidal post"
"wala po talaga siyang character dev tanga parin po","possible suicidal post"
"hirap magfocus potaaaa","possible suicidal post"
"nag bibreakdown ako sa pinapanood ko, hindi ko naman mahinto pota ang ganda kac","non-suicide"
"kung yung pagiging grade conscious ko ay parang tanga sa inyo, sana hindi masarap ang ulam niyo??","non-suicide"
"namiss ko tuloy ropa last s.y. kahit ganon ganon minsan hayyy","non-suicide"
"motivated mag work out si be","non-suicide"
"ginagahan lalo mag reviewwwww. Makapasa sa midterm chotiieeee","non-suicide"
"Tweeting to release my emotions","possible suicidal post"
"i’m very disappointed w/u self ??	","possible suicidal post"
"ngayon ako yung talo hahaha iyak","possible suicidal post"
"bakit naman may kapatid akong bastos at walang utang na loob akala mo kung sino","possible suicidal post"
"corner","possible suicidal post"
"me na wala pang cls 7-8 tapos gusto na bumili ng 9-10","non-suicide"
"ghosting phase manen?","non-suicide"
"ang active ko ngayon huiii","non-suicide"
"ayan na ang mga parcels iyak","non-suicide"
"minsan na lang mag usap sa etits pa nauwi??","non-suicide"
"ano ba aasahan ko sa kapatid ko?? kasi gago nauubos pasensya ko, di man lang aware pota","possible suicidal post"
"pano si mama pag wala ako??!!!","possible suicidal post"
"tatay ko talaga e haha","possible suicidal post"
"walang uusad sa pamilya namin kapag laging ganito","possible suicidal post"
"hays potangina","possible suicidal post"
"done na isang project and hw na hindi maintindihan instruction","non-suicide"
"now lang me naka encounter backstabber na lalaki","non-suicide"
"someone messaged me sa ngl asking whos my crush sa classmates namin. hahahahaha nakaka offend charottt WALAAAAA","non-suicide"
"Please, Lady of the Light. Stop the time so we can spend more and more time with each other. So I can love you longer.  Please, baby.","non-suicide"
"delete mo na messenger mo te","non-suicide"
"di ko na alam","possible suicidal post"
"pano","possible suicidal post"
"pagod much","possible suicidal post"
"lord ikaw na magpatino, di na kaya ng powers ko, kapagod maging ate/magulang sa gago na kapatid","possible suicidal post"
"tingin ko, pwede na","possible suicidal post"
"hahahaha may mga inaanak na pala ako??","non-suicide"
"Rise up into my world, renew your definition~","non-suicide"
"The worst indeed","non-suicide"
"Attending 4pm F2F class be such a drag","non-suicide"
"And suddenly, a once cringe song now is music once more because it reminds me of the time you sang it","non-suicide"
"Halaaa when po?","possible suicidal post"
"sorry not sorry","possible suicidal post"
"opinion","possible suicidal post"
"I’m losing my self","possible suicidal post"
"Lost respect to my selffff","possible suicidal post"
"So paano gumamit ng restroom sa Starbucks? Bakit naman may pacustomer code pa tapos ayaw pa rin naman magbukas ng ilaw ??????","non-suicide"
"Lahat na naiwan ko, mapa wallet, shoulder bag, tapos ngayon yung pinaschool bag ko na rin ??????","non-suicide"
"If only youd teach me how to become exactly like you","non-suicide"
"It went down and down then all the way up then down again, still, Im happy with how it went","non-suicide"
"For the first time, nakampante akong di ako bagsak sa Prelim sa Diff Eq, barely but surely BAHAHAHAHA","non-suicide"
"hirap naman maging bobo iyakin ng alas tres","possible suicidal post"
"kaumayan","possible suicidal post"
"kaantok hays","possible suicidal post"
"kayaaaaaaaaaa","possible suicidal post"
"wala nanaman natira for myself pero goods lang basta okay sila:))","possible suicidal post"
"So this is what they call butterflies in your stomach, bruh","non-suicide"
"All I needed was a single search in order to confirm something","non-suicide"
"Most especially if its repetitive ??  - Mushoku Tensei Episode 12","non-suicide"
"Twice today WTH","non-suicide"
"Against all odds, well prevail as we always do","non-suicide"
"I live in a constant state of fear and misery.","possible suicidal post"
"Halos lahat ng napagusapan namin pumasok sa panaginip ko","possible suicidal post"
"kala nyo masaya ako sobrang lungkot ko ngayon","possible suicidal post"
"theyre gonna crucify me anyway","possible suicidal post"
"petting accepted","possible suicidal post"
"Its struggling to get used to it or treasuring every second of it","non-suicide"
"Im afraid it has started again, yet Im relieved it did","non-suicide"
"Youre still my best, afterall","non-suicide"
"Wala na talagang natutuloy na plano ko sa buhay, tapos yung mga biglaan pa yung nangyayari, pero masaya HAHAHAHAHAHA","non-suicide"
"Funny how Im on a lookout for it these past few days only for it to present itself to me and catching me off-guard","non-suicide"
"In another life i will be happy","possible suicidal post"
"I wish you where here to support","possible suicidal post"
"Take away everything from me","possible suicidal post"
"Nasaktan ako sobra sa sinabi mo","possible suicidal post"
"hirap","possible suicidal post"
"Ill definitely miss it","non-suicide"
"Thats such a weird dream Ive had of you. I dont even know why you are there and what the me is doing and feeling in that dream","non-suicide"
"Thats 4 times in a row. I wonder what that means","non-suicide"
"Genshin just gave me the worst Abyss experience ever. Why the heck does one enemy need three different elements to defeat? Just why? ??","non-suicide"
"When it comes to things I have to remember, I just cant. On the other hand, I cant not remember things I want to forget, smh","non-suicide"
"wow ganda ng mga sub ngayong sem halatang wala akong karapatan mag pahinga","possible suicidal post"
"sige kape hangang hindi namamatay","possible suicidal post"
"alam ko namang kakayanin ko pero syempre iiyak muna ako","possible suicidal post"
"a looooooOooong hug is needed.","possible suicidal post"
"acad break pls!!!","possible suicidal post"
"My dreams havent done anything but scare me nowadays","non-suicide"
"No matter what may come, being the RL that I am, I will always greet it with a smile and enthusiasm ??","non-suicide"
"The longer I delay, the longer I can hold on to the blind hope that I can stay. I want to, but perhaps a new chapter has already been written for me to take part on.","non-suicide"
"They say, the sooner the better, but Id say thats not always the case. Learning things sooner wont really make it easier and faster to accept it.","non-suicide"
"Love of my life","non-suicide"
"The rain be angel in disguise. Hindi na nga makababa ng hagdan, paano pa kaya kung magbike ??","non-suicide"
"GgEz gym. Enjoy now, iyak later sa sobrang sakit ng katawan","non-suicide"
"My dreams either show me what I love or what I fear the most","non-suicide"
"I am not yet prepared and will never be prepared for that to happen","non-suicide"
"You be gone for 5 days, even ran an errand yet didnt even said your goodbye before you go. Meh as if I care that much either way","non-suicide"
"He be gone for 5 days, even made me do an errand for him yet he didnt even said his goodbye before he went. Meh as if I care that much","non-suicide"
"Pool Frisbee would never be this fun if its not with them","non-suicide"
"Another day well spent with the homies ??","non-suicide"
"Vibes are realized and noticed. I can feel when you dont care for me, I can feel when you dont like me 4real, I can feel everything. I can feel when the energy is forced so we dont have to pretend. I rather not...I can love you and care for you from a distance. Normalize (1/2)","non-suicide"
"I knew I shouldnt play those songs yet I still did. Now Im filled with conflicting emotions again","non-suicide"
"Love is such a roller coaster ride","non-suicide"
"I guess 8 days is all it takes if you know what youre doing. The past me took 3 months, LMFAO","non-suicide"
"Not a person, not an animal, but a thing. A thing thats kept me sane during the whole time of pandemic","non-suicide"
"Stories about friendships always give me goosebumps the most","non-suicide"
"Pag hindi na talaga bumukas nanaman PC ko, magcacry ako","non-suicide"
"gusto ko na matulog pero parang di ko deserve kahit pumikit hahahahaba","possible suicidal post"
"syimpre magrrant nanamn ako kasi di ko masolve yung prob potangjna hahahahahauwbxwknx kbye","possible suicidal post"
"babaw mo  haha mamaya na","possible suicidal post"
"potangina talaga","possible suicidal post"
"tanginang buhay to","possible suicidal post"
"Grabe namang kidlat yan, 1 weeks worth ata yun eh, kala mo may nag air bombing","non-suicide"
"When shall me meet again after parting? For life is like the morning dew.  -Hanachirusato","non-suicide"
"It all went to drain once more, buti nalang nagpapakaresilient na tayo kunyare","non-suicide"
"I hope it never ends","non-suicide"
"Twitter umayos ka, saya-saya ko tinatype tweet ko tapos magfoforce close ka bigla, balik mo tinype ko, HAHAHAHAHA","non-suicide"
"wala akong masabi","possible suicidal post"
"pano nga ba mag open up?","possible suicidal post"
"onting appreciation man lang :)))","possible suicidal post"
"kelan ba naging enough sainyo mga ginagawa ko???","possible suicidal post"
"napaka hina ng katawan ko nakakainis","possible suicidal post"
"Its fun to wander through the alphabet with you to tell you what you mean to me~  -Chevy","non-suicide"
"The second I woke up, an earthquake happened, nice","non-suicide"
"How did I even forget that it is with you that I got to meet some of the best people of my life, and even better, the best freaking friend in this entire universe","non-suicide"
"My dreams do be satisfying inner child by giving me the superpower I like the most HAHAHAHAHAHAHAHA","non-suicide"
"AAAAAAAAAAAA so precious indeed, I hope you could just be like that","non-suicide"
"hindi ko alam anong pahinga gagawin ko para matapos na lahat to","possible suicidal post"
"physically and emotionally tired","possible suicidal post"
"lorddd, hindi nga po ko isa sa mmga strongest soldier mo","possible suicidal post"
"kung ano ano nangyayari sa buhay ko lately","possible suicidal post"
"nasusuka ako pag nabubusog","possible suicidal post"
"How I wish to be there to protect you, as much as youve been here for me","non-suicide"
"I really went from being fan of romance shows into action shows nowadays","non-suicide"
"Snake Eyes do be my favorite movie from now on. I can watch it all day, oh my Lord","non-suicide"
"At least I did discover something good I normally wouldnt during my time at my Titas house","non-suicide"
"I wish I could tell you how the MC on the show I am watching looks like your brother","non-suicide"
"sana friend mo nalang ako, para may oras ka din sakin","possible suicidal post"
"Kawawa sayo doble pagod.","possible suicidal post"
"Matulog nalang ng matulog","possible suicidal post"
"ang bobo ko, opo.","possible suicidal post"
"Alam mo yung feeling na bawat pihit mo ng katawan mo may tumutunog na buto huhu","possible suicidal post"
"Karaoke session with cousins sheeesh","non-suicide"
"Yung beach vacation na nauwi sa house staycation dahil sa nonstop na ulan, kagalengg ????","non-suicide"
"With a healthy family, you also get a healthy mindset, something I lack","non-suicide"
"anlakas na ng ulan buti tapos na muna prusisyon","non-suicide"
"aga aga ang harot ng person na ituu","non-suicide"
"mas magaan ang lahat nung andito ka :)))","possible suicidal post"
"ang daling tulungan ng iba, pero ang hirap tulungan ng sarili ","possible suicidal post"
"saksakin niyo nga ko","possible suicidal post"
"kaso nawala ka agad","possible suicidal post"
"may part sakin na namimiss ka :((","possible suicidal post"
"Di ko na sya masisilayan hahaha","non-suicide"
"rapsa nanaman 4days alang pasok hehe","non-suicide"
"me most of the time ???????","non-suicide"
"??Camp Kainomayan - Botolan, Zambales","non-suicide"
"nakakaexcite ng friday ngayon ala kasing pasok tomorrow haha","non-suicide"
"nakakainis kayong lahat period","possible suicidal post"
"yawq na invite mo na ko sa bday mo Lordd","possible suicidal post"
"hindi ko alam bat ako nasasaktan","possible suicidal post"
"bakit ang lungkot naiiyak ako potaaa","possible suicidal post"
"GUSTO KO NA NAMAN MAGDEACT WTF ","possible suicidal post"
"when someone says to me i bought this because i know that you like it","non-suicide"
"its me and my procastination against the world","non-suicide"
"10hrs of sleep ngayon araw bawing bawi yung puyat kagabi haha","non-suicide"
"Time checked: 4:25 AM  Kauwi lang ng mautong accla HAHAHAAH salamat @Adadieee pinakilig mo kami kanina pero literal na inumaga kami ng uwi dahil alang masakyan awit HAAHAHAHAH #AdieInZambales #DinamulagFestival2023","non-suicide"
"may mga pinsan talaga tayo na mas kilig pa sa lovelife natin ??","non-suicide"
"Ayaw tumigil ng utak ko kakaisip","possible suicidal post"
"Sakit na ng ulo ko kakatulog","possible suicidal post"
"Lol Ive been doing nothing since morning","possible suicidal post"
"Not in a mood to do anything","possible suicidal post"
"Grabe naman kasama kong nagpapatugtog mlaungkot ata","possible suicidal post"
"mute muna tayo ng notifs sa messenger jusko as of today, di na natigil messages ng mga students hahaha di na po office hours i have a life too po??","non-suicide"
"buti pa nanay ko magbabaguio!! awit maiwan akoooo","non-suicide"
"naol pupuntang baguio ??","non-suicide"
"ewww, pinapangatawan pagiging toxic! HAHAHAHHA","non-suicide"
"yabang naman nong story ni alexis, humble lang tayo be HAHAHAHHA","non-suicide"
"pero ginusto ko to, kaya papanindigan kooo","possible suicidal post"
"ewan ko ba naman sainyo bakit kayo ganyan","possible suicidal post"
"will never be a backburner girl again :))","possible suicidal post"
"been strong for so long","possible suicidal post"
"nalulungkot ako hahahaaha","possible suicidal post"
"BASTA DESERVE KO MAG SAMGYUP!","non-suicide"
"red flag, di nasunod sa time huhuhu. Chariz, basta po akin na to ha HAHAHAH","non-suicide"
"sa’kin na po ‘to please! ??","non-suicide"
"gandang ganda ako sa bag ko from Parisian ahahahah","non-suicide"
"claiming na agad! ????","non-suicide"
"Aight natanggal ko na mabigat na pakiramdam","possible suicidal post"
"I live in a constant state of fear and misery.","possible suicidal post"
"Gusto kong sumaya","possible suicidal post"
"Nanghihina ako","possible suicidal post"
"Wala ako sa mood sa lahat ngayon","possible suicidal post"
"naks, discounted me here sa sm dahil sa philhealth hahahaha","non-suicide"
"mojitos tapos yelo lang! pero feeling ko mapapa night gala ako sa panglao","non-suicide"
"Amazing ??","non-suicide"
"dapt talaga nag cubao na lang ako","non-suicide"
"katakot naman iyong bomb threat na yon, hindi kasi malabo lalo na from japan ??","non-suicide"
"kakaparinig saakin na kelangan ko nang magtrabaho para magkasilbi ako, mas lalo akong nawawalan ng gana mabuhay","possible suicidal post"
"grabe yung discrimination and insults na natanggap ko today hahahahaha","possible suicidal post"
"Nanay di ako pagod sayo haa, bobo lang talaga utak ko ngayon.","possible suicidal post"
"sentimental pero feeling ko oa lang","possible suicidal post"
"sobrang babaw, pero nalulunod kssksj","possible suicidal post"
"true friends talaga!","non-suicide"
"grabe naman ‘yong barko, apaka ingay","non-suicide"
"NORMALIZE CHANGING YOUR OPINION ON SOMETHING AFTER LEARNING NEW INFORMATION. ITS OKAY. I PROMISE.","non-suicide"
"Having money, as a woman, is sooooo important.","non-suicide"
"u are suddenly the bad person when u return the same energy.","non-suicide"
"Emergency!!!","possible suicidal post"
"Sakit ng tiyan ko!","possible suicidal post"
"Sakit mg ulo ko","possible suicidal post"
"Sipon lubayan moko!","possible suicidal post"
"Sakit ng katawan ko !","possible suicidal post"
"duda talaga if ma home sick ako. ganiyang ugali ba naman ipakita sakin :))))","non-suicide"
"Luffy as my wallpaper brings so much positive aura, his smile ??????","non-suicide"
"nakaka tibo naman tong babae sa jeep, hawig ni Miss Janine De Leon","non-suicide"
"hala male late pa nga","non-suicide"
"barisara pa sa ilog, ayan puro gas gas sa kamay","non-suicide"
"grabeng 2nd sem toh parang wala akong karapatang mabuhay nang masaya","possible suicidal post"
"ewan ko potAaaaa","possible suicidal post"
"PAGOD NA PAGOD NA PAGOD NA Q!!!!!","possible suicidal post"
"nothings new","possible suicidal post"
"life is really tough ","possible suicidal post"
"bakit parang namamaga naman na katawan ko dahil sa kape na ‘yon? ??????","non-suicide"
"hay buhay","non-suicide"
"There will be a night of long knives in the House tonight","non-suicide"
"benta ko na ata plantsa buhok ko, palitan ko curler heheheh","non-suicide"
"paano ko kaya sasabihin kay mama na need ki mag upgrade kasi delikado na xr ko sa IOS 18? HAHAHHAHAHAHA","non-suicide"
"Anong tulog tulog walang ganon","possible suicidal post"
"Pano matulog?","possible suicidal post"
"Sorry for the nights when i made the wrong choice ~lany","possible suicidal post"
"I guess my best wasnt good enough.","possible suicidal post"
"Till our next eclipse.","possible suicidal post"
"me: nag fill up ng incident reort for late submission ng form 137 from jru  jeric: manila ka pa ha, sundan mo pa ha","non-suicide"
"gagalingan! ??","non-suicide"
"apaka tagal ng bus!","non-suicide"
"teka, pause inom HAHAH makiki perya muna mami","non-suicide"
"bukas pa naman ang stress, basta masaya kami ni ate @milyanggg ngayon! HAHAH","non-suicide"
"natibok ulo ko kinakatok na naman ni Lord","possible suicidal post"
"Lord, kung di man po ako makabawi ngayong midterm bawian niyo nalang po ako ng buhay hehe","possible suicidal post"
"eto yong pain na gusto ko","possible suicidal post"
"may oras silang sermonan ka pero walang time alamin yong nararamdaman mo or kamustahin ka","possible suicidal post"
"god knows that i tried","possible suicidal post"
"mas nakakapagod ata mag asikaso mag apply for ojt kesa mag ojt","non-suicide"
"Dude shows off the invisibility shield he made","non-suicide"
"bad combo talaga yung may anger issues ka pero di ka confrontational","non-suicide"
"The disrespect I tolerated last year was beyond me, but never again.","non-suicide"
"Saya naman ng mata ko, naka eye glasses na. Ewan ko lang sa wallet ko ??","non-suicide"
"ngayon ko pa naramdaman na kulang na kulang na pala ako sa tulog:))","possible suicidal post"
"pumitik e","possible suicidal post"
"warzone talaga ang aming bahay hahahaaha thanks guys","possible suicidal post"
"sabi ko keep it lowkey lang pero nagpost pa talaga si mama","possible suicidal post"
"antok nalang","possible suicidal post"
"second sem na mayor wala pa din yong assistance hehehe","non-suicide"
"huy tigilan niyo ako ha, wala kyo pake if mag-bigay ako or not sa inaanak ko bcoz of sudden expenses for my OJT. Kusilapan nakpay ??","non-suicide"
"striving for freedom, and its inappropriate to compel everyone to share the same viewpoint. If imposition occurs with another gender, true equality is compromised.","non-suicide"
"ang tao, ang bayan, ngayon ay lumalaban!","non-suicide"
"taray mag libot maglakad sa makati? akala mo di naka heels ??","non-suicide"
"eto na naman ako sa coping mechanism ko na mag order nang mag order","possible suicidal post"
"never ko magiging deserve ang half love, iyo na yan. never agn magsesettle as almost","possible suicidal post"
"di pa nag uumpisa tong week pero yong pagod ko sagad na","possible suicidal post"
"u know its getting bad again, pag isang beses ka na naman kumakain sa isang araw","possible suicidal post"
"no energy to do things","possible suicidal post"
"cln slides talaga gift ko sa sarili ko next year","non-suicide"
"hindi puwedeng walang recognition ASEAN ko, hellooooo exchange student experience yon ????????","non-suicide"
"ganda ng view namin here sa taas, ice-cremate na bangkay","non-suicide"
"why don’t groups want to sing like this anymore omg ??","non-suicide"
"hanggang ngayon di ako ina-add ni mama sa viber ??, nagtatampo na ako","non-suicide"
"nakakapikon kapatid ko, walang pakinabang sa bahay hays","possible suicidal post"
"may 1 week pako para magdesisyon sa buhay myghad","possible suicidal post"
"ninormalize na ang iyak para mabawasan ang bigat","possible suicidal post"
"si uncle ko lang pala pipitik sa akin potangina talaga HAHAHHAHAHAHAHA","possible suicidal post"
"hahaha tanginang breakdown sa dagat","possible suicidal post"
"magtampo na sana ako kasi 3 lang nagreply out of 4, fo sana kami ni Rene hahahahaha","non-suicide"
"Merry Christmas sainyo! ??","non-suicide"
"Happy kiddo! ??  Finally, upgrading from #iphone7plus to #iPhone15   Love this color #blue ?","non-suicide"
"Ayy dapat pala need kilala nila para makapasok ng spes","non-suicide"
"Last day of April ~  I hope #May will give me freedom, genuine happiness and peace of mind ?","non-suicide"
"Nagsasawa na ako sa sarili kong ugali!!!","possible suicidal post"
"Going under circumstances to conquer my emotions","possible suicidal post"
"22yrs old pa give up na","possible suicidal post"
"i miss you a lot! ??","possible suicidal post"
"walang katapusan na pressure sa buhay tangina hahahahaha","possible suicidal post"
"little things that arent little for me","non-suicide"
"0% energy for now","non-suicide"
"tired????","non-suicide"
"God will meet you exactly where you are","non-suicide"
"can we skip to the rich part","non-suicide"
"Naipon yung pagod.","possible suicidal post"
"Sayang effort","possible suicidal post"
"Hustle.","possible suicidal post"
"Di ko na ramdam ah. Goodnight","possible suicidal post"
"Suri na wag kana galit uwu","possible suicidal post"
"sana this time, akin na ??","non-suicide"
"?? pasado sa cse bukas!!!!","non-suicide"
"akala ko pag ginalingan ko sa trabaho, may salary increase ayun pala eh dagdag trabaho lang pala ????	non-suicial","non-suicide"
"nalipat nga ako ng department na mas more ang gawa kesa sa dati pero nag eenjoy naman ako feeling ko nagggrow ako as a person ?","non-suicide"
"maybe di ka lang talaga nya ganon kagusto bhi3! Thank you, next ka na hehez","non-suicide"
"I lost the game I couldnt beat","possible suicidal post"
"Napakabilis makalimutan","possible suicidal post"
"Life is short, but too long for me","possible suicidal post"
"Parang gusto ko umiyak bigla HAHAHAHAHA","possible suicidal post"
"Halos lahat ng napagusapan namin pumasok sa panaginip ko","possible suicidal post"
"sana nga akin na to this time","non-suicide"
"kawawa naman na yung mga binabaha na pati house","non-suicide"
"Grabe ulan when mo balak tumigil???","non-suicide"
"pumasok lang kanina para maglimas ng tubig boset","non-suicide"
"Lord, please let me win this time ???????","non-suicide"
"Im done.","possible suicidal post"
"Pwede naman siguro kami umiyak diba?","possible suicidal post"
"Iiyak na sana ako eh, naalala ko lalaki pala ako haha.","possible suicidal post"
"Edi itigil na natin to","possible suicidal post"
"Sabagay parehas naman na tayong pagod","possible suicidal post"
"Pwede bang i-cancel muna tong Monday? Wala ako sa mood","non-suicide"
"cant sleep ?? super init jusko","non-suicide"
"Philippians 4:13 I can do all things through Christ which strengtheneth me","non-suicide"
"nakakapagod tas nakakaantok pa ??","non-suicide"
"wala sanang pasok tomorrow huhul","non-suicide"
"Atleast di ako naboring ngayon","possible suicidal post"
"Gusto ko sumaya","possible suicidal post"
"the pressure is on na talaga nak!!","possible suicidal post"
"Talo na nga sa scatter talo pa sa buhay haysss","possible suicidal post"
"Pa give up na","possible suicidal post"
"matcha supremacy >>>","non-suicide"
"walang ulan or hangin pero blackout naysu zameco","non-suicide"
"ZAMECO HANUNA MAGKAKAKURYENTE PA BA??! APAKAINIT KAYl","non-suicide"
"walang magliligpit ng plato sa pamilyang to! ??  Magcellphone nalang tayong lahat! HAHAHAHAHA","non-suicide"
"august is going to be nothing but blessings & miracles Im claiming it","non-suicide"
"born to scream, cry and break things when upset, forced to sit in silence and ignore everyone until i feel stable","possible suicidal post"
"don’t suffer in silence ha, dapat may background music","possible suicidal post"
"after nitong exam talaga hindi niyo na ko macocontact","possible suicidal post"
"paulit ulit nalang din, kaya sanay nako.","possible suicidal post"
"galing ko talaga igaslight sarili ko literal na me vs. me pakatanga","possible suicidal post"
"12:45 am still waiting","non-suicide"
"medyo nakokornihan na ko hahaha","non-suicide"
"umiyak dahil sa lapis huhu gago nung nagnakaw ng lapis ko","non-suicide"
"andami nung drawing sa figure pero yung solution beh isang pindutan lang  sa calcu HAHAHAHA welcome to engineering","non-suicide"
"sarap matulog, lumalamig na haysss","non-suicide"
"Mas maaga gising ko sa usual na gosing ko ah","possible suicidal post"
"Talking to someone is exhausting, I like it","possible suicidal post"
"I envy the people who are happy","possible suicidal post"
"Going under circumstances to conquer my emotions","possible suicidal post"
"to be honest, feeling unwanted changes you a lot","possible suicidal post"
"first time ko ata umuwi kagabi ng sobrang late na hindi kinakabahan HAHAHAHAHA","non-suicide"
"jusko yung aso ko mag iingay ng 1:30 am para lang magpasama umihi sa labas hays","non-suicide"
"pero ang ingay parin","non-suicide"
"kung lalaki yung kapatid ko na sakit sa ulo baka madali ko pa matanggap na grrd","non-suicide"
"pati pagsasaing sa bahay iasa sa nanay, at inuna yung pagtambay sa labas potangina","non-suicide"
"Last mo na yan beh","possible suicidal post"
"Magsisinungaling ka na nga lang di pa totoo.","possible suicidal post"
"imissyou:((","possible suicidal post"
"Di ka na sana nag message haha.","possible suicidal post"
"Nabbadtrip na naman ako","possible suicidal post"
"tangina beh yung kapatid ko na akala mo anak mayaman","non-suicide"
"muntik ka nabinggo","non-suicide"
"harapang bastusan","non-suicide"
"kahit anong tago ko talaga sa pera ko madudukot at madudukot kapag may nangailangan e haha","non-suicide"
"masyado akong iniispoil kahit tambay na ko hahahahaahah","non-suicide"
"after that day, i decided not to love someone deeply anymore.","possible suicidal post"
"at least im tryinggg. at least im trying. at least im trying. im trying. im trying. at LEASTTTT im trying....","possible suicidal post"
"maturing is realizing that u allowed it, thats y it continued","possible suicidal post"
"to receive something youve never had before, you have to do something that youve never done before.","possible suicidal post"
"“namumutla ka” oo kasi malapit na ako mamatay","possible suicidal post"
"bakit ambait ni tita ko ????","non-suicide"
"bastos na inanak","non-suicide"
"sakit ulo neh","non-suicide"
"dami naman drama ng buhay ko hahahaha naccringe na po ako","non-suicide"
"anong oras na pero bat ang init padin","non-suicide"
"Lahat naman yan gustong makatulong eh, di lang natin alam sino ang nagsasabi ng totoo","possible suicidal post"
"Sana makita mo yung peace na hinahanap mo.","possible suicidal post"
"Di naman masaket parang kagat lang ng pating.","possible suicidal post"
"Nakakamiss yung dating pahinga","possible suicidal post"
"Mahal nga ang araw","possible suicidal post"
"gusto ko loud music pero wala akong maisip na song amp","non-suicide"
"wala ka na ngang babayaran tapos ikaw pa kawawa kasi WALA KA PANG TITLE MUNA na makukuha??  bobo ka, andami nyong delayed din na napakinabangan nyo nanay ko dahil sa interest tapos ngayon tanginang pagiisip yan","non-suicide"
"amboring maging tambay huhu","non-suicide"
"hayss zameco talaga walang pagbabago, pag putulan ng kuryente ambibilis kapag emergecy ng mga residente about sa kuryente amp masunugan na lahat lahat wala pa amp","non-suicide"
"nawalan ako gana magreview ah pamatay nalang","non-suicide"
"may ur heart remain breakable but never by the same hand twice","possible suicidal post"
"i cant say hello to u, and risk another goodbye","possible suicidal post"
"tinatarantado na naman ako ng mundo : (((","possible suicidal post"
"Whats happening?","possible suicidal post"
"Pagod nanaman","possible suicidal post"
"praning si tanga hahahaahah","non-suicide"
"gipitan malala","non-suicide"
"anlala nung tric drive, ngayon lang ako nahilo sa sinakyan ko na tricycle jusko ingat ka kuya","non-suicide"
"WALANG MAANGAS SA YOSI TANGINA HAHAHAHAHAHA NAMAMATAY OO MARAMI GRR","non-suicide"
"lisensya muna daw bago ako mag- iphone hahahahahaha motivation yarn","non-suicide"
"ayoko na mabuhay","possible suicidal post"
"School is horrible right now","possible suicidal post"
"Bigyan ko time sarili ko para maka recover sa ginawa mo","possible suicidal post"
"feeling ko alam ko na sagot, indenial lang ako kasi alam ko marami ako maddissapoint :)))","possible suicidal post"
"dati yung qn lang na natatanggap ko, kelan ka ggraduate? tapos ngayon kelan ka magkakatrabaho? HAHAHA wala bang kelan ka mamamatay? hahaahah","possible suicidal post"
"sobrang bait ni mama, tinitake advantage nyo nanaman mga epal","non-suicide"
"walang tulugan hanggabgg mamaya, gl","non-suicide"
"humabol pa hintayin kita matapos duty","non-suicide"
"di ko alam kung maniniwala ako kay pinsan ko, gipit pa naman ako hahahahahahaha","non-suicide"
"yung set up ko pala yung nakakatawa","non-suicide"
"ngayon nalang ulit ako inabutan ng umaga, sabog naaaaaa","possible suicidal post"
"hays potangina","possible suicidal post"
"hoyyy grabe","possible suicidal post"
"hi twitter, pa-rant lol","possible suicidal post"
"hayy buhay","possible suicidal post"
"legit ba yung schedule ko? muka kasing joke sksksksk","non-suicide"
"makapangyarihang psycho amp hahahahahaha","non-suicide"
"sleep talking niya malala na HAHAHAHAH pinalabas na ako ng hanger sabay follow up daw kay doc","non-suicide"
"aga naman natulog ni master, sad na ko hayss","non-suicide"
"bat nanginginig shuta hahahaah","non-suicide"
"masyado na ko sensitive talaga","possible suicidal post"
"sana matapos na tong era na to pls lang ayoko na huhu","possible suicidal post"
"grabe, hindi pala talaga kita deserve ","possible suicidal post"
"makaalis lang ulit ako sa sitwasyon na to, hindi nako uulit","possible suicidal post"
"sumabay talaga sa exam no, sarapp hahahahah","possible suicidal post"
"tangina kinakabahan ako","non-suicide"
"sobrang sakit nanaman ulo ko huhu","non-suicide"
"laspot","non-suicide"
"pabago bagong desisyon si tanga hay buhay","non-suicide"
"bat di muna masarap yung jabe today :(()(","non-suicide"
"Taon lang lumilipas mahal ko.","possible suicidal post"
"Fck this sht! Im out.","possible suicidal post"
"Nakakapagod","possible suicidal post"
"Pinapabayaan ka lang pero sumusobra ata","possible suicidal post"
"lowkey hurt but uhhh that’s life.","possible suicidal post"
"nairita na ko sa buhok koo kapudotan","non-suicide"
"jusko kakain ako ngayon tapos isusuka ko nanaamn sa byahe huhu","non-suicide"
"nakakaguilty naman kung magsasaya ako habang yung pamilya ko problemado diba","non-suicide"
"hearts full ","non-suicide"
"L.I.A.R","non-suicide"
"sana, pag dumating yong araw na gusto mo na, gusto ko pa","possible suicidal post"
"ang bait mo no oo to the point na kahit hindi ko deserve yang treat mo nagsstay ako ","possible suicidal post"
"i hope u have the courage to know when to end things, and i hope u have the courage to see ending as beautiful transformative stepping stones.","possible suicidal post"
"do u know how much chaos it took to be this calm","possible suicidal post"
"i blame myself more than i blame u","possible suicidal post"
"solid kagabi","non-suicide"
"kung may medals lang talaga ang cramming palong palo ako HAHAHAHAHAHAHA","non-suicide"
"prove urself more, darlin.","non-suicide"
"solid yong pagod ko todayyyyy","non-suicide"
