,Unnamed: 0,text,label,Translated Text,Cleaned Text
1849,1849,amboring maging tambay huhu,non-suicide,Amboring to hang out huhu,amboring hang out huhu
1850,1850,"hayss zameco talaga walang pagbabago, pag putulan ng kuryente ambibilis kapag emergecy ng mga residente about sa kuryente amp masunugan na lahat lahat wala pa amp",non-suicide,"Hayss zameco, there is really no change, when the electricity is cut off, it is difficult when the residents have an emergency about the electricity amp, everything is on fire, everything is still not amp",hays zameco really no change electricity cut difficult resident emergency electricity amp everything fire everything still not amp
1851,1851,nawalan ako gana magreview ah pamatay nalang,non-suicide,"I lost the desire to review, it's just killing me",lose desire review kill
1852,1852,may ur heart remain breakable but never by the same hand twice,possible suicidal post,may ur heart remain breakable but never by the same hand twice,may ur heart remain breakable never hand twice
1853,1853,"i cant say hello to u, and risk another goodbye",possible suicidal post,"i cant say hello to u, and risk another goodbye",cant say hello risk another goodbye
1854,1854,tinatarantado na naman ako ng mundo : (((,possible suicidal post,the world is confusing me again : (((,world confuse
1855,1855,Whats happening?,possible suicidal post,Whats happening?,whats happen
1856,1856,Pagod nanaman,possible suicidal post,Tired again,tire
1857,1857,praning si tanga hahahaahah,non-suicide,what a fool hahahaha,what fool hahahaha
1858,1858,gipitan malala,non-suicide,pinched mala,pinch mala
1859,1859,"anlala nung tric drive, ngayon lang ako nahilo sa sinakyan ko na tricycle jusko ingat ka kuya",non-suicide,"I remember the tric drive, just now I got dizzy from the tricycle I was riding jusko be careful brother",remember tric drive get dizzy tricycle rid jusko careful brother
1860,1860,WALANG MAANGAS SA YOSI TANGINA HAHAHAHAHAHA NAMAMATAY OO MARAMI GRR,non-suicide,THERE IS NOBODY IN YOSI ONLY HAHAHAHAHAHA DYING YES MANY GRR,nobody yosi only hahahahahaha die yes many grr
1861,1861,lisensya muna daw bago ako mag- iphone hahahahahaha motivation yarn,non-suicide,They say I need a license before I get an iPhone hahahahahaha motivation yarn,say need license before get iphone hahahahahaha motivation yarn
1862,1862,ayoko na mabuhay,possible suicidal post,I don't want to live anymore,not want live anymore
1863,1863,School is horrible right now,possible suicidal post,School is horrible right now,school horrible right
1864,1864,Bigyan ko time sarili ko para maka recover sa ginawa mo,possible suicidal post,I'll give myself time to recover from what you did,give time recover what
1865,1865,"feeling ko alam ko na sagot, indenial lang ako kasi alam ko marami ako maddissapoint :)))",possible suicidal post,"I feel like I know the answer, I'm just indenial because I know I have a lot of maddissapoints :)))",feel like know answer indenial because know lot maddissapoints
1866,1866,"dati yung qn lang na natatanggap ko, kelan ka ggraduate? tapos ngayon kelan ka magkakatrabaho? HAHAHA wala bang kelan ka mamamatay? hahaahah",possible suicidal post,"used to be the only qn I received, when did you graduate? then now when are you going to work? HAHAHA aren't you going to die? hahahahaha",use only qn receive graduate go work hahaha not go die hahahahaha
1867,1867,"sobrang bait ni mama, tinitake advantage nyo nanaman mga epal",non-suicide,"Mom is very kind, take advantage of the apples",mom very kind take advantage apple
1868,1868,"walang tulugan hanggabgg mamaya, gl",non-suicide,"no place to sleep until later, gl",no place sleep later gl
1869,1869,humabol pa hintayin kita matapos duty,non-suicide,I will wait for you after duty,wait after duty
1870,1870,"di ko alam kung maniniwala ako kay pinsan ko, gipit pa naman ako hahahahahahaha",non-suicide,"I don't know if I can believe my cousin, I'm still stressed hahahahahahaha",not know believe cousin still stress hahahahahahaha
1871,1871,yung set up ko pala yung nakakatawa,non-suicide,My set up is the funny one,set up funny one
1872,1872,"ngayon nalang ulit ako inabutan ng umaga, sabog naaaaaa",possible suicidal post,"just now the morning hit me again, it was a blast",morning hit blast
1873,1873,hays potangina,possible suicidal post,hay potangina,hay potangina
1874,1874,hoyyy grabe,possible suicidal post,hoyyy grabe,hoyyy grabe
1875,1875,"hi twitter, pa-rant lol",possible suicidal post,"hi twitter, pa-rant lol",hi twitter pa rant lol
1876,1876,hayy buhay,possible suicidal post,hey life,hey life
1877,1877,legit ba yung schedule ko? muka kasing joke sksksksk,non-suicide,Is my schedule legit? face like a joke sksksksk,schedule legit face like joke sksksksk
1878,1878,makapangyarihang psycho amp hahahahahaha,non-suicide,powerful psycho amp hahahahaha,powerful psycho amp hahahahaha
1879,1879,sleep talking niya malala na HAHAHAHAH pinalabas na ako ng hanger sabay follow up daw kay doc,non-suicide,His sleep talking is so bad HAHAHAHAH that he let me out of the hanger while following up with the doc,sleep talk bad hahahahah let out hanger follow up doc
1880,1880,"aga naman natulog ni master, sad na ko hayss",non-suicide,"Master slept in the morning, I'm sad",master slept morning sad
1881,1881,bat nanginginig shuta hahahaah,non-suicide,I'm shaking shuta hahahaah,shake shuta hahahaah
1882,1882,masyado na ko sensitive talaga,possible suicidal post,I'm really too sensitive,really sensitive
1883,1883,sana matapos na tong era na to pls lang ayoko na huhu,possible suicidal post,"I hope this era is over, pls, I don't want it anymore",hope era over pls not want anymore
1884,1884,"grabe, hindi pala talaga kita deserve ",possible suicidal post,"seriously, I really don't deserve you",seriously really not deserve
1885,1885,"makaalis lang ulit ako sa sitwasyon na to, hindi nako uulit",possible suicidal post,"I can just get out of this situation again, I won't do it again",get out situation not
1886,1886,"sumabay talaga sa exam no, sarapp hahahahah",possible suicidal post,"really went along with the exam, thank you hahahahaha",really go along exam thank hahahahaha
1887,1887,tangina kinakabahan ako,non-suicide,I'm just nervous,nervous
1888,1888,sobrang sakit nanaman ulo ko huhu,non-suicide,My head hurts so much huhu,head hurt much huhu
1889,1889,laspot,non-suicide,laspot,laspot
1890,1890,pabago bagong desisyon si tanga hay buhay,non-suicide,A new decision is made by a stupid person,new decision make stupid person
1891,1891,bat di muna masarap yung jabe today :(()(,non-suicide,isn't today's jabe delicious :(()(,not today jabe delicious
1892,1892,Taon lang lumilipas mahal ko.,possible suicidal post,Years go by my love.,year go love
1893,1893,Fck this sht! Im out.,possible suicidal post,Fck this sht! Im out.,fck sht im out
1894,1894,Nakakapagod,possible suicidal post,It's tiring,tire
1895,1895,Pinapabayaan ka lang pero sumusobra ata,possible suicidal post,You're just being neglected but it's too much,neglect much
1896,1896,lowkey hurt but uhhh that’s life.,possible suicidal post,lowkey hurt but uhhh that’s life.,lowkey hurt uhhh life
1897,1897,nairita na ko sa buhok koo kapudotan,non-suicide,I have irritated my hair,irritate hair
1898,1898,jusko kakain ako ngayon tapos isusuka ko nanaamn sa byahe huhu,non-suicide,I'm just going to eat now and then I'm going to throw up on the flight huhu,go eat go throw up flight huhu
1899,1899,nakakaguilty naman kung magsasaya ako habang yung pamilya ko problemado diba,non-suicide,"It feels guilty if I have fun while my family is in trouble, right?",feel guilty fun family trouble right
1900,1900,hearts full ,non-suicide,hearts full,heart full
1901,1901,L.I.A.R,non-suicide,L.I.A.R,
1902,1902,"sana, pag dumating yong araw na gusto mo na, gusto ko pa",possible suicidal post,"hopefully, when the day comes when you want me, I still want you",hopefully day come want still want
1903,1903,ang bait mo no oo to the point na kahit hindi ko deserve yang treat mo nagsstay ako ,possible suicidal post,"You are so kind to the point that even though I don't deserve your treatment, I stayed",kind point even though not deserve treatment stay
1904,1904,"i hope u have the courage to know when to end things, and i hope u have the courage to see ending as beautiful transformative stepping stones.",possible suicidal post,"i hope u have the courage to know when to end things, and i hope u have the courage to see ending as beautiful transformative stepping stones.",hope courage know end thing hope courage see end beautiful transformative stepping stone
1905,1905,do u know how much chaos it took to be this calm,possible suicidal post,do u know how much chaos it took to be this calm,know how much chaos take calm
1906,1906,i blame myself more than i blame u,possible suicidal post,i blame myself more than i blame u,blame more than blame
1907,1907,solid kagabi,non-suicide,solid last night,solid last night
1908,1908,kung may medals lang talaga ang cramming palong palo ako HAHAHAHAHAHAHA,non-suicide,"if cramming really only has medals, I'm going to beat it HAHAHAHAHAHAHAHA",cram really only medal go beat hahahahahahahaha
1909,1909,"prove urself more, darlin.",non-suicide,"prove urself more, darlin.",prove urself more darlin
1910,1910,solid yong pagod ko todayyyyy,non-suicide,I'm really tired todayyyyy,really tire todayyyyy
1911,1911,ang ginawa ko lang ata sa nueva ecija uminom HAHAHAHAHAHAHAH,non-suicide,all I did in nueva ecija was drink HAHAHAHAHAHAHAHAH,all nueva ecija drink hahahahahahahahah
1912,1912,too drained to keep going,possible suicidal post,too drained to keep going,drain keep go
1913,1913,clouds r getting heavy,possible suicidal post,clouds r getting heavy,cloud get heavy
1914,1914,know when to speak up,possible suicidal post,know when to speak up,know speak up
1915,1915,kapagod,possible suicidal post,tired,tire
1916,1916,"pag nakaluwag luwag na ako, bibili nako sariling mundo ang hirap makipag kapwa tao sainyo",possible suicidal post,"when I'm relieved, I'll buy my own world because it's hard to communicate with other people",relieve buy own world because hard communicate people
1917,1917,so happy for mah girls in their lover girl era!!! Dasurvvv,non-suicide,so happy for mah girls in their lover girl era!!! Dasurvvv,happy mah girl lover girl era dasurvvv
1918,1918,hayy iba pa rin talaga nong narinig ko ng live yong kanta ni rico blanco na youll be safe here ,non-suicide,"Hey, it was really different when I heard Rico Blanco's live song you'll be safe here",hey really different hear rico blanco live song safe
1919,1919,one day ull comeback and ill say no,non-suicide,one day ull comeback and ill say no,one day ull comeback ill say no
1920,1920,"ngayon ko masasabi na wala na talaga, okay na rin yon usad na. i did my best just to make things work for the both of us pero tama nga sila it takes two to tango.",non-suicide,"now I can say that it's really gone, it's okay that it's progressed. i did my best just to make things work for the both of us but they are right it takes two to nod.",say really go okay progress best make thing work u right take two nod
1921,1921,omw to somewhere i used to call home,non-suicide,omw to somewhere i used to call home,omw somewhere use call home
1922,1922,Imma close this heart for a bit,possible suicidal post,Imma close this heart for a bit,imma close heart bit
1923,1923,gusto ko na matapos lahat ng paghihirap,possible suicidal post,I want all suffering to end,want all suffering end
1924,1924,gusto ko na magpahinga,possible suicidal post,I want to rest,want rest
1925,1925,die die die die,possible suicidal post,the the the the,
1926,1926,katamad,possible suicidal post,laziness,laziness
1927,1927,bat ba lapitin ako ng malalaking katawan/nagpapalaki ng katawan mga gymrat ba ano ba tingin niyo sakin barbel? tyaka anong gagawin ko sa mga biceps niyo???,non-suicide,"Do you want me to be approached by big bodies/body builders, gymrats, what do you think of me, barbel? I wonder what I'm going to do with your biceps???",want approach big body body builder gymrats what think barbel wonder what go biceps
1928,1928,back to pagiging kriminal sa lahat ng socmed,non-suicide,back to being a criminal in all socmed,back criminal all socmed
1929,1929,si ante ay gusto magpatats,non-suicide,ante wants to patatas,ante want patatas
1930,1930,anong meron bat andami nagchachat sakin???? layuan niyo ko mga masasamang ispirito,non-suicide,what's wrong and how many people are chatting with me???? keep evil spirits away from me,what wrong how many people chat keep evil spirit away
1931,1931,hala sale na naman,non-suicide,it's on sale again,sale
1932,1932,"grabe yong sakit ng puso ko ngayon, parang iba na",possible suicidal post,"My heart hurts so bad now, it's like something else",heart hurt bad like something else
1933,1933,"that was my last straw, nobody getting that close to me agn",possible suicidal post,"that was my last straw, nobody getting that close to me agn",last straw nobody get close agn
1934,1934,"kahit talaga patayin mo sarili mo sa gawing bahay, may masasabi at masasabi parin",possible suicidal post,"even if you actually kill yourself at home, there is something to be said and still be said",even actually kill home something say still say
1935,1935,hindi ko alam anong pahinga gagawin ko para  matapos na lahat to,possible suicidal post,I don't know what kind of break I'll take to end it all,not know what kind break take end all
1936,1936,the cut that always bleeds,possible suicidal post,the cut that always bleeds,cut always bleed
1937,1937,sana walang klase sa taxation,non-suicide,I hope there is no taxation class,hope no taxation class
1938,1938,greatful for this heart of mine,non-suicide,greatful for this heart of mine,greatful heart mine
1939,1939,"grabe yong peace ko rn, tysm Lord!!!",non-suicide,"grabe yong peace ko rn, tysm Lord!!!",grabe yong peace ko rn tysm lord
1940,1940,"happy birthday, stranger.",non-suicide,"happy birthday, stranger.",happy birthday stranger
1941,1941,kala ko happy happy na may exam pa pala huhu,non-suicide,"When I was happy, I was happy that there was still an exam",happy happy still exam
1942,1942,Matulog nalang awud bwisit,possible suicidal post,Just go to sleep,go sleep
1943,1943,this lowkey killing me,possible suicidal post,this lowkey killing me,lowkey kill
1944,1944,15 missed calls na oh hindi nalang uuwi ig,possible suicidal post,15 missed calls and he won't come home,miss call not come home
1945,1945,grabe transition ng mood ko,possible suicidal post,My mood transitions a lot,mood transition lot
1946,1946,self-talk at iyak lang pala katapat nito e,possible suicidal post,Self-talk and crying are the opposite of this,self talk cry opposite
1947,1947,kung binalik nyo pa yung pwede mag-lagay ng caption sa repost sa tiktok edi sana okay ang lahat,non-suicide,"if you have returned the one that can put a caption on the repost on tiktok, I hope everything is okay",return one put caption repost tiktok hope everything okay
1948,1948,grabe naman ang sakit ng lalamunan ko,non-suicide,My throat is very sore,throat very sore
1949,1949,"yeyyyy, nalog in na ulit tg ko",non-suicide,"yeyyyy, I logged in again",yeyyyy log
1950,1950,"finally, nakapagdagat din",non-suicide,"finally, able to go to sea",finally able go sea
1951,1951,aga sinusubok ni Lord a,non-suicide,aga tested Lord a,aga test lord
1952,1952,unwind sana,possible suicidal post,unwind sana,unwind sana
1953,1953,Bat ko pa kaya pinipilit?,possible suicidal post,Am I still forcing it?,still force
1954,1954,sakit mo po.,possible suicidal post,you are sick,sick
1955,1955,Gagawa pa ng butas eh,possible suicidal post,Will make a hole,make hole
1956,1956,"Im so sick of love songs, so tired of tears. So done with wishing you were still here.",possible suicidal post,"Im so sick of love songs, so tired of tears. So done with wishing you were still here.",im sick love song tired tear do wish still
1957,1957,di k pa pwedeng mamatay pwede na yan,non-suicide,"I can't die yet, that's okay",not die yet okay
1958,1958,si ante mo ay ngayon palang kakain,non-suicide,your ante is about to eat now,ante eat
1959,1959,"my heart is smiling rn bcoz it is much better than before, i appreciate u trying ur hardest even when its hard, sml!!",non-suicide,"my heart is smiling rn bcoz it is much better than before, i appreciate u trying ur hardest even when its hard, sml!!",heart smile rn bcoz much good than before appreciate try ur hard even hard sml
1960,1960,"lol pinaranas mo ulit, paulit ulit again ang again",non-suicide,"lol you experienced it again, again and again and again",lol experience
1961,1961,thank god hindi nagsabay ang exam sa obli tapos tax,non-suicide,thank god the exam didn't coincide with the obli then tax,thank god exam not coincide obli tax
1962,1962,grabe maga maga mata huhu mahapdi,possible suicidal post,Very sore eyes,very sore eye
1963,1963,bat hirap magdecide huhu,possible suicidal post,It's hard to decide huh,hard decide huh
1964,1964,pinakagagong nagawa ko sa buhay ko,possible suicidal post,best thing I've ever done in my life,best thing ever do life
1965,1965,bobo,possible suicidal post,bobo,bobo
1966,1966,messed,possible suicidal post,messed,mess
1967,1967,nagkaroon pa bigla ng prob5,non-suicide,suddenly there was a prob5,suddenly prob
1968,1968,as long as im with u ,non-suicide,as long as im with u,long im
1969,1969,watta life,non-suicide,watta life,watta life
1970,1970,the world is healing = walang activity,non-suicide,the world is healing = walang activity,world heal walang activity
1971,1971,ang gastos mo self,non-suicide,the cost is yours,cost
1972,1972,Sumusobra ka na beh,possible suicidal post,You're exaggerating,exaggerate
1973,1973,all will be alright in time,possible suicidal post,all will be alright in time,all alright time
1974,1974,feel ko im gonna throw up,possible suicidal post,feel ko im gonna throw up,feel ko im gon na throw up
1975,1975,so sinong tanga??!?!?!,possible suicidal post,so who's the fool??!?!?!,who fool
1976,1976,edi me huhuhuhu,possible suicidal post,edi me huhuhuhu,edi huhuhuhu
1977,1977,cleaning some drafts twt that ive been keeping for a while hehe,non-suicide,cleaning some drafts twt that ive been keeping for a while hehe,clean draft twt ive keep hehe
1978,1978,compile compile pa kasiii,non-suicide,compile compile pa kasiii,compile compile pa kasiii
1979,1979,kung pwede lang hindi pumasok bukas e,non-suicide,if it's possible not to come tomorrow e,possible not come tomorrow
1980,1980,samahan niyo ko magsamgg,non-suicide,Join me for a chat,join chat
1981,1981,finding peace and comfort in silence again <33,non-suicide,finding peace and comfort in silence again <33,find peace comfort silence
1982,1982,"i never talked abt it but if i were to look back agn how i begged for u to stay that night, i pity myself ",possible suicidal post,"i never talked abt it but if i were to look back agn how i begged for u to stay that night, i pity myself",never talk abt look back agn how beg stay night pity
1983,1983,"idk who left first, u or me",possible suicidal post,"idk who left first, u or me",idk who leave first
1984,1984,kapagod.,possible suicidal post,tired,tire
1985,1985,"u were never ready, and ig u never intends to be, at least for me.",possible suicidal post,"u were never ready, and ig u never intends to be, at least for me.",never ready ig never intend least
1986,1986,"grabeng trauma to, never ata mawawala : (((",possible suicidal post,"It's a terrible trauma, it will never go away : (((",terrible trauma never go away
1987,1987,will forever remember this day,non-suicide,will forever remember this day,forever remember day
1988,1988,"half-filipino, half-stressed",non-suicide,"half-filipino, half-stressed",half filipino half stress
1989,1989,wala kayong malalaman sakin hahahahahah,non-suicide,You don't know anything about me hahahahahaha,not know anything hahahahahaha
1990,1990,"mawala na kayong lahat, wag lang ako mawala ulit.",non-suicide,"lose all of you, just don't lose me again.",lose all not lose
1991,1991,love u pipol!! ,non-suicide,love u pipol!!,love pipol
1992,1992,d.r.a.i.n,possible suicidal post,d.r.a.i.n,
1993,1993,i am trying to hold on,possible suicidal post,i am trying to hold on,try hold
1994,1994,Bad communication really ends a lot of good things.,possible suicidal post,Bad communication really ends a lot of good things.,bad communication really end lot good thing
1995,1995,Walang update ah,possible suicidal post,There is no update,no update
1996,1996,"Yung feeling na, ako na boyfriend HBD lang binati sayo, tas yung palong palo na boybestfriend daig pa LSM.",possible suicidal post,"It's the feeling that I, the boyfriend HBD, just congratulated you, but the palong palo boybestfriend is better than LSM.",feeling boyfriend hbd congratulate palong palo boybestfriend good than lsm
1997,1997,"grabe napapabayaan ko na mga online games ko dahil sa pag aaral ko, mali to",non-suicide,"I'm seriously neglecting my online games because of my studies, it's wrong",seriously neglect online game because study wrong
1998,1998,ang hirap maging masaya pag alam mong report mo bukas hehe,non-suicide,it's hard to be happy when you know your report is tomorrow hehe,hard happy know report tomorrow hehe
1999,1999,wrong move.,non-suicide,wrong move.,wrong move
2000,2000,may pasok na naman bukas ano ba yan pag ako namatay,non-suicide,"there is school again tomorrow, what if I die?",school tomorrow what die
2001,2001,ingame na naman si ate niyo place order nang place order,non-suicide,Your sister is ingame again place order place order,sister ingame place order place order
2002,2002,hahahaha pls dont use ur mental health as an excuse sa panggagago sakin,possible suicidal post,hahahaha pls dont use ur mental health as an excuse for fooling me,hahahaha pls dont use ur mental health excuse fool
2003,2003,omg nakakahiya,possible suicidal post,omg that's embarrassing,omg embarrass
2004,2004,ang hirap naman umintindi ng tanga,possible suicidal post,it's hard to understand a fool,hard understand fool
2005,2005,grabe yung sakit,possible suicidal post,the pain is severe,pain severe
2006,2006,may iba talaga akong feeling ei !! tamang hinala na ba e2,possible suicidal post,I really have a different feeling!! Is it correct to suspect e2,really different feeling correct suspect
2007,2007,Welp di nanaman ako magaaral,non-suicide,Welp I'm not a student anymore,welp not student anymore
2008,2008,"The new variant of SARS-Cov-2 has finally landed in Quezon City Philippines. Please take extra caution, do not panic but maintain obeying health protocols to avoid the spread.",non-suicide,"The new variant of SARS-Cov-2 has finally landed in Quezon City Philippines. Please take extra caution, do not panic but maintain obeying health protocols to avoid the spread.",new variant sars cov finally land quezon city philippine please take extra caution not panic maintain obeying health protocol avoid spread
2009,2009,We do not want the repeat of 2020. As we all are hoping for a better 2021. Pls God heal our Land. Amen,non-suicide,We do not want the repeat of 2020. As we all are hoping for a better 2021. Pls God heal our Land. Amen,not want repeat all hop good pls god heal land amen
2010,2010,2021 bigyan mo ako ng isang kasiyahan,non-suicide,2021 give me a treat,give treat
2011,2011,Nakaramdam lang ako ng lungkot nasusuka naman na ako,non-suicide,I just felt so sad that I was sick,felt sad sick
2012,2012,gawa kasi sila ng gawa ng kwento,possible suicidal post,because they are made of story,because make story
2013,2013,grabe naman tong gabing e2,possible suicidal post,It was a bad night e2,bad night
2014,2014,grabe sobrang bigat ng nararamdaman ko,possible suicidal post,I feel very heavy,feel very heavy
2015,2015,mentally and emotionally exhausted,possible suicidal post,mentally and emotionally exhausted,mentally emotionally exhaust
2016,2016,Buti na lang talaga may Lolo at Lola ako sa mothers side ,possible suicidal post,"Fortunately, I have a grandfather and grandmother on my mother's side",fortunately grandfather grandmother mother side
2017,2017,For Sale : Family ( Fathers side) Issue : Toxic,possible suicidal post,For Sale : Family ( Fathers side) Issue : Toxic,sale family father side issue toxic
2018,2018,Atleast di ako naboring ngayon,non-suicide,At least I'm not bored today,least not bore today
2019,2019,I want to but also dont want to,non-suicide,I want to but also dont want to,want also dont want
2020,2020,Bored,non-suicide,Bored,bore
2021,2021,Hapdi ng aking sugat,non-suicide,Pain from my wound,pain wound
2022,2022,Parang gusto ko na ulit magmahal hahahaha,non-suicide,I feel like I want to love again hahahaha,feel like want love hahahaha
2023,2023,ngay netong mga babaeng eto dahil sa abs,possible suicidal post,right now these girls are because of abs,right girl because ab
2024,2024,parang gusto ko na lang magleft sa group chat namin sa school,possible suicidal post,I feel like I just want to leave our group chat at school,feel like want leave group chat school
2025,2025,umagang umiiyak,possible suicidal post,morning crying,morning cry
2026,2026,Magtanim ng PUNO wag sama ng loob ,possible suicidal post,Plant a TREE don't be angry,plant tree not angry
2027,2027,"nasa harap lang ako ng bahay namin ,pinagalitan na ako",possible suicidal post,"I was just in front of our house, I was scolded",front house scold
2028,2028,gawa gawa pa ng kwento,possible suicidal post,the story is made up,story make up
2029,2029,Bat ba lagi ako naaapektuhan kapag nanonood ng romance anime,non-suicide,Am I always affected when watching romance anime?,always affect watch romance anime
2030,2030,"Nahabol ko na one piece, what is life? ???",non-suicide,"I caught up with one piece, what is life? ???",catch up one piece what life
2031,2031,Di ako makapagdecide sa gagawin ko amp,non-suicide,I can't decide what to do amp,not decide what amp
2032,2032,Bored,non-suicide,Bored,bore
2033,2033,Hapdi ng aking sugat,non-suicide,Pain from my wound,pain wound
2034,2034,kainis naman ang tumal ng process nyo !!,possible suicidal post,It's annoying how slow your process is!!,annoy how slow process
2035,2035,Tara long ride sa malapit,possible suicidal post,Let's go for a long ride nearby,let go long ride nearby
2036,2036,Nakakatamad na mag aral,possible suicidal post,It's boring to study,bore study
2037,2037,Wala na magawa sa buhay,possible suicidal post,There is nothing to do in life,nothing life
2038,2038,Hirap mag review pag andami problema,possible suicidal post,It is difficult to review when there are many problems,difficult review many problem
2039,2039,NAIINIS,non-suicide,DISGUSTED,disgust
2040,2040,solid ng mga prof namin,non-suicide,our profs are solid,prof solid
2041,2041,ang gaan talaga sa pakiramdam pag malinis,non-suicide,it feels really light when it's clean,feel really light clean
2042,2042,bat kaya ganon panaginip ko? HAHAHHAHAHAHAH,non-suicide,could that be my dream? HAHAHAHAHAHAH,dream hahahahahahah
2043,2043,wtf linggo na,non-suicide,wtf it's been a week,wtf week
2044,2044,sana matakpan pa to ng concealer bukas hahahahahaha,possible suicidal post,I hope it will be covered with concealer tomorrow hahahahaha,hope cover concealer tomorrow hahahahaha
2045,2045,naatching ko na rin ata pati lahat ng sama ng loob ko,possible suicidal post,I'm also catching up with all my bad feelings,also catch up all bad feeling
2046,2046,"hindi po ako umiyak, pagod po to huhuhu",possible suicidal post,"I didn't cry, I was tired",not cry tire
2047,2047,"si kuya rider sa sobrang dalas na niyang magdeliver dito sa bahay wala ng tawag tawag or text man lang, ideliver niya na agad hahahahaha",non-suicide,"brother rider, because he delivers so often here at home, there is no call or even a text, he will deliver right away hahahahaha",brother rider because deliver often home no call even text deliver right away hahahahaha
2048,2048,work qt ,non-suicide,work qt,work qt
2049,2049,oh to be someones palagi,non-suicide,oh to be someones palagi,oh someone palagi
2050,2050,sa pasukan na ulit ,non-suicide,at the entrance again,entrance
2051,2051,last check out na to promise hahahaahahahah,non-suicide,last check out na to promise hahahaahahahaha,last check out na promise hahahaahahahaha
2052,2052,"anong living so good, e panganay ako",non-suicide,"what a living so good, I'm the eldest",what living good eldest
2053,2053,from head to foot,non-suicide,from head to foot,head foot
2054,2054,andami mo kailangang icare,non-suicide,You have a lot to take care of,lot take care
2055,2055,ang gastos talaga maging babae,non-suicide,it really costs to be a woman,really cost woman
2056,2056,anuna j&t yong parcel ko inyo nalang na yon?,non-suicide,what's up j&t my parcel is yours?,what up parcel
2057,2057,me n my magugulating self against the worlddd,non-suicide,me n my magugulating self against the worlddd,magugulating self against worlddd
2058,2058,theres peace knowing i at least tried,non-suicide,theres peace knowing i at least tried,there peace know least tried
2059,2059,pd bang wag nalang mag feb?????,non-suicide,please don't do feb?????,please not feb
2060,2060,"i miss you, more than life",non-suicide,"i miss you, more than life",miss more than life
2061,2061,magtitipid na talaga ako may mga parcel na padating,non-suicide,I will really save money with parcels coming,really save money parcel come
2062,2062,"wala pong mag aaya ng gala pls, nakareserve na po sa parcel pls",non-suicide,"no one will ask for a gala pls, the parcel is already reserved pls",no one ask gala pls parcel already reserve pls
2063,2063,hala si antecco nong natuto naman sa discount discount sa shopee hindi na tumigil,non-suicide,"Come on, when Antecco learned about the discount at Shopee, it didn't stop",come antecco learn discount shopee not stop
2064,2064,pano ka makaka relate sa living so good eh sa pilipinas ka nakatira,non-suicide,how can you relate to living so well you live in the philippines,how relate live well live philippine
2065,2065,investing in myself,non-suicide,investing in myself,invest
2066,2066,"indeed a roller coaster year, thank you for the ride 2023. 2024 im readyy ",non-suicide,"indeed a roller coaster year, thank you for the ride 2023. 2024 im readyy",indeed roller coaster year thank ride im readyy
2067,2067,tamad parin magcharge ngayong 2024!!!!,non-suicide,still lazy to charge this 2024!!!!,still lazy charge
2068,2068,"parang ewan mga tao ngayon no, kakachat palang mahal kana agad????",non-suicide,"People don't seem to know right now, they just chatted and loved it right away????",people not seem know right chat love right away
2069,2069,"but how can someone make love, without being inlove?",non-suicide,"but how can someone make love, without being inlove?",how someone make love without inlove
2070,2070,si ante ay nasa mood kumain ng chocolates,non-suicide,Ante is in the mood to eat chocolates,ante mood eat chocolate
2071,2071,self love 2024!!!,non-suicide,self love 2024!!!,self love
2072,2072,hay makakapag pahinga na face ko sa make up,non-suicide,"hey, my face can rest from make up",hey face rest make up
2073,2073,sana kung anong kinarami ng cravings ko sing dami rin ng pera ko,non-suicide,I wish my cravings increased as much as my money,wish craving increase much money
2074,2074,nakakainis andami kong kinacrave,non-suicide,It's annoying and I crave it,annoy crave
2075,2075,si ate ay naglalaro na naman ng baliw baliwaaan,non-suicide,sister is playing crazy again,sister play crazy
2076,2076,edi kayo na pagod hahahaha,non-suicide,you are so tired hahahaha,tired hahahaha
2077,2077,Andres Bonifacio pasensya pero para kay kath muna yung tagay nato,non-suicide,Andres Bonifacio I'm sorry but our cheers are for you first,andres bonifacio sorry cheer first
2078,2078,si bro ay ang kapal ng mukha maboring e andaming pending school works,non-suicide,"Bro, the face is thick, boring, and there are pending school works",bro face thick boring pending school work
2079,2079,ginising ako ni Lord hahahaha alam niyang may report ako huhu,non-suicide,Lord woke me up hahahaha he knows I have a report huhu,lord wake up hahahaha know report huhu
2080,2080,season of giving sumainyo mga problema ko,non-suicide,"season of giving, my problems are with you",season give problem
2081,2081,may pasok na naman pala tom huhu,non-suicide,Tom has school again,tom school
2082,2082,si bro ay tamad na tamad magcharge ng phone niya,non-suicide,bro is too lazy to charge his phone,bro lazy charge phone
2083,2083,wag niyo muna akong mabiro biro at walang nakakatuwa ngayon at baka masapok ko kayo ,non-suicide,"Don't make fun of me, jokes and nothing funny right now and I might throw up on you",not make fun joke nothing funny right might throw up
2084,2084,WHUT???! ANDAMI NA NAMANG PINAPAGAWA,non-suicide,WHAT???! MANY ARE ALREADY WORKING,what many already work
2085,2085,solid first ep nong ssa HAHAHAHAHAHAHA,non-suicide,solid first ep of ssa HAHAHAHAHAHAHAHA,solid first ep ssa hahahahahahahaha
2086,2086,magrereview pala dapat kala ko matutulog hehe,non-suicide,I should review when I go to sleep hehe,review go sleep hehe
2087,2087,pag sunday night ko talaga naaalalang nag aaral pala ko hehehe,non-suicide,on Sunday night I really remember that I was studying hehehe,sunday night really remember study hehehe
2088,2088,quiz na naman tom,non-suicide,"quiz again, Tom",quiz tom
